Latitude,Longitude,Source File,Stop Name,Line,Distance (m), Complex ID
40.680303,-73.995048,Subway_lines.csv,Carroll St,GLine,0,237
40.686145,-73.990862,Subway_lines.csv,Bergen St,GLine,0,236
40.688484,-73.985001,Subway_lines.csv,Hoyt-Schermerhorn Sts,GLine,0,175
40.687119,-73.975375,Subway_lines.csv,Fulton St,GLine,0,292
40.688089,-73.966839,Subway_lines.csv,Clinton-Washington Avs,GLine,0,291
40.688873,-73.96007,Subway_lines.csv,Classon Av,GLine,0,290
40.689627,-73.953522,Subway_lines.csv,Bedford-Nostrand Avs,GLine,0,289
40.694568,-73.949046,Subway_lines.csv,Myrtle-Willoughby Avs,GLine,0,288
40.700377,-73.950234,Subway_lines.csv,Flushing Av,GLine,0,287
40.706092,-73.950308,Subway_lines.csv,Broadway,GLine,0,286
40.712792,-73.951418,Subway_lines.csv,Metropolitan Av,GLine,0,629
40.724635,-73.951277,Subway_lines.csv,Nassau Av,GLine,0,284
40.731352,-73.954449,Subway_lines.csv,Greenpoint Av,GLine,0,283
40.744065,-73.949724,Subway_lines.csv,21 St,GLine,0,282
40.746554,-73.943832,Subway_lines.csv,Court Sq,GLine,0,606
40.706476,-74.011056,Subway_lines.csv,Broad St,JLine,0,107
40.710197,-74.007691,Subway_lines.csv,Fulton St,JLine,0,628
40.713243,-74.003401,Subway_lines.csv,Chambers St,JLine,0,622
40.718092,-73.999892,Subway_lines.csv,Canal St,JLine,0,623
40.72028,-73.993915,Subway_lines.csv,Bowery,JLine,0,103
40.718315,-73.987437,Subway_lines.csv,Delancey St-Essex St,JLine,0,625
40.708359,-73.957757,Subway_lines.csv,Marcy Av,JLine,0,101
40.70687,-73.953431,Subway_lines.csv,Hewes St,JLine,0,100
40.703869,-73.947408,Subway_lines.csv,Lorimer St,JLine,0,99
40.70026,-73.941126,Subway_lines.csv,Flushing Av,JLine,0,98
40.697207,-73.935657,Subway_lines.csv,Myrtle Av,JLine,0,97
40.693342,-73.928814,Subway_lines.csv,Kosciuszko St,JLine,0,96
40.68963,-73.92227,Subway_lines.csv,Gates Av,JLine,0,95
40.68637,-73.916559,Subway_lines.csv,Halsey St,JLine,0,94
40.682893,-73.910456,Subway_lines.csv,Chauncey St,JLine,0,93
40.676992,-73.898654,Subway_lines.csv,Alabama Av,JLine,0,91
40.678024,-73.891688,Subway_lines.csv,Van Siclen Av,JLine,0,90
40.679947,-73.884639,Subway_lines.csv,Cleveland St,JLine,0,89
40.68141,-73.880039,Subway_lines.csv,Norwood Av,JLine,0,88
40.683194,-73.873785,Subway_lines.csv,Crescent St,JLine,0,87
40.689941,-73.87255,Subway_lines.csv,Cypress Hills,JLine,0,86
40.691324,-73.867139,Subway_lines.csv,75 St-Elderts Ln,JLine,0,85
40.692435,-73.86001,Subway_lines.csv,85 St-Forest Pkwy,JLine,0,84
40.693879,-73.851576,Subway_lines.csv,Woodhaven Blvd,JLine,0,83
40.695178,-73.84433,Subway_lines.csv,104 St,JLine,0,82
40.697418,-73.836345,Subway_lines.csv,111 St,JLine,0,81
40.700492,-73.828294,Subway_lines.csv,121 St,JLine,0,80
40.700486,-73.807969,Subway_lines.csv,Sutphin Blvd-Archer Av-JFK Airport,JLine,0,279
40.702147,-73.801109,Subway_lines.csv,Jamaica Center-Parsons/Archer,JLine,0,278
40.646654,-73.90185,Subway_lines.csv,Canarsie-Rockaway Pkwy,LLine,0,138
40.650573,-73.899485,Subway_lines.csv,East 105 St,LLine,0,137
40.658733,-73.899232,Subway_lines.csv,New Lots Av,LLine,0,136
40.664038,-73.900571,Subway_lines.csv,Livonia Av,LLine,0,135
40.669367,-73.901975,Subway_lines.csv,Sutter Av,LLine,0,134
40.675345,-73.903097,Subway_lines.csv,Atlantic Av,LLine,0,133
40.678856,-73.90324,Subway_lines.csv,Broadway Junction,LLine,0,621
40.682829,-73.905249,Subway_lines.csv,Bushwick Av-Aberdeen St,LLine,0,131
40.688764,-73.904046,Subway_lines.csv,Wilson Av,LLine,0,130
40.695602,-73.904084,Subway_lines.csv,Halsey St,LLine,0,129
40.699814,-73.911586,Subway_lines.csv,Myrtle-Wyckoff Avs,LLine,0,630
40.703811,-73.918425,Subway_lines.csv,DeKalb Av,LLine,0,127
40.706607,-73.922913,Subway_lines.csv,Jefferson St,LLine,0,126
40.706152,-73.933147,Subway_lines.csv,Morgan Av,LLine,0,125
40.707739,-73.93985,Subway_lines.csv,Montrose Av,LLine,0,124
40.711926,-73.94067,Subway_lines.csv,Grand St,LLine,0,123
40.714565,-73.944053,Subway_lines.csv,Graham Av,LLine,0,122
40.714063,-73.950275,Subway_lines.csv,Lorimer St,LLine,0,629
40.717304,-73.956872,Subway_lines.csv,Bedford Av,LLine,0,120
40.730953,-73.981628,Subway_lines.csv,1 Av,LLine,0,119
40.732849,-73.986122,Subway_lines.csv,3 Av,LLine,0,118
40.734789,-73.99073,Subway_lines.csv,14 St-Union Sq,LLine,0,602
40.737335,-73.996786,Subway_lines.csv,6 Av,LLine,0,601
40.739777,-74.002578,Subway_lines.csv,8 Av,LLine,0,618
40.711396,-73.889601,Subway_lines.csv,Middle Village-Metropolitan Av,MLine,0,108
40.706186,-73.895877,Subway_lines.csv,Fresh Pond Rd,MLine,0,109
40.704423,-73.903077,Subway_lines.csv,Forest Av,MLine,0,110
40.702762,-73.90774,Subway_lines.csv,Seneca Av,MLine,0,111
40.69943,-73.912385,Subway_lines.csv,Myrtle-Wyckoff Avs,MLine,0,630
40.698664,-73.919711,Subway_lines.csv,Knickerbocker Av,MLine,0,113
40.697857,-73.927397,Subway_lines.csv,Central Av,MLine,0,114
40.697207,-73.935657,Subway_lines.csv,Myrtle Av,MLine,0,97
40.70026,-73.941126,Subway_lines.csv,Flushing Av,MLine,0,98
40.703869,-73.947408,Subway_lines.csv,Lorimer St,MLine,0,99
40.70687,-73.953431,Subway_lines.csv,Hewes St,MLine,0,100
40.708359,-73.957757,Subway_lines.csv,Marcy Av,MLine,0,101
40.718315,-73.987437,Subway_lines.csv,Delancey St-Essex St,MLine,0,625
40.725297,-73.996204,Subway_lines.csv,Broadway-Lafayette St,MLine,0,619
40.732338,-74.000495,Subway_lines.csv,W 4 St-Wash Sq,MLine,0,167
40.738228,-73.996209,Subway_lines.csv,14 St,MLine,0,601
40.742878,-73.992821,Subway_lines.csv,23 St,MLine,0,228
40.749719,-73.987823,Subway_lines.csv,34 St-Herald Sq,MLine,0,607
40.754222,-73.984569,Subway_lines.csv,42 St-Bryant Pk,MLine,0,609
40.758663,-73.981329,Subway_lines.csv,47-50 Sts-Rockefeller Ctr,MLine,0,225
40.760167,-73.975224,Subway_lines.csv,5 Av/53 St,MLine,0,276
40.757552,-73.969055,Subway_lines.csv,Lexington Av/53 St,MLine,0,612
40.747846,-73.946,Subway_lines.csv,Court Sq-23 St,MLine,0,606
40.748973,-73.937243,Subway_lines.csv,Queens Plaza,MLine,0,273
40.752039,-73.928781,Subway_lines.csv,36 St,MLine,0,272
40.756879,-73.92074,Subway_lines.csv,Steinway St,MLine,0,271
40.756312,-73.913333,Subway_lines.csv,46 St,MLine,0,270
40.752885,-73.906006,Subway_lines.csv,Northern Blvd,MLine,0,269
40.749669,-73.898453,Subway_lines.csv,65 St,MLine,0,268
40.746644,-73.891338,Subway_lines.csv,Jackson Hts-Roosevelt Av,MLine,0,616
40.742454,-73.882017,Subway_lines.csv,Elmhurst Av,MLine,0,266
40.737015,-73.877223,Subway_lines.csv,Grand Av-Newtown,MLine,0,265
40.733106,-73.869229,Subway_lines.csv,Woodhaven Blvd,MLine,0,264
40.729846,-73.861604,Subway_lines.csv,63 Dr-Rego Park,MLine,0,263
40.726523,-73.852719,Subway_lines.csv,67 Av,MLine,0,262
40.721691,-73.844521,Subway_lines.csv,Forest Hills-71 Av,MLine,0,261
40.577422,-73.981233,Subway_lines.csv,Coney Island-Stillwell Av,NLine,0,58
40.592721,-73.97823,Subway_lines.csv,86 St,NLine,0,79
40.597473,-73.979137,Subway_lines.csv,Avenue U,NLine,0,78
40.603923,-73.980353,Subway_lines.csv,Kings Hwy,NLine,0,77
40.611815,-73.981848,Subway_lines.csv,Bay Pkwy,NLine,0,76
40.61741,-73.985026,Subway_lines.csv,20 Av,NLine,0,75
40.620671,-73.990414,Subway_lines.csv,18 Av,NLine,0,74
40.624842,-73.996353,Subway_lines.csv,New Utrecht Av,NLine,0,615
40.631386,-74.005351,Subway_lines.csv,Fort Hamilton Pkwy,NLine,0,72
40.635064,-74.011719,Subway_lines.csv,8 Av,NLine,0,71
40.641362,-74.017881,Subway_lines.csv,59 St,NLine,0,35
40.645069,-74.014034,Subway_lines.csv,53 St,NLine,0,34
40.648939,-74.010006,Subway_lines.csv,45 St,NLine,0,33
40.655144,-74.003549,Subway_lines.csv,36 St,NLine,0,32
40.660397,-73.998091,Subway_lines.csv,25 St,NLine,0,31
40.665414,-73.992872,Subway_lines.csv,Prospect Av,NLine,0,30
40.670847,-73.988302,Subway_lines.csv,4 Av-9 St,NLine,0,608
40.677316,-73.98311,Subway_lines.csv,Union St,NLine,0,28
40.683666,-73.97881,Subway_lines.csv,Atlantic Av-Barclays Ctr,NLine,0,617
40.690635,-73.981824,Subway_lines.csv,DeKalb Av,NLine,0,26
40.69218,-73.985942,Subway_lines.csv,Jay St-MetroTech,NLine,0,636
40.6941,-73.991777,Subway_lines.csv,Court St,NLine,0,620
40.718383,-74.00046,Subway_lines.csv,Canal St,NLine,0,623
40.724329,-73.997702,Subway_lines.csv,Prince St,NLine,0,17
40.730328,-73.992629,Subway_lines.csv,8 St-NYU,NLine,0,16
40.735736,-73.990568,Subway_lines.csv,14 St-Union Sq,NLine,0,602
40.741303,-73.989344,Subway_lines.csv,23 St,NLine,0,14
40.745494,-73.988691,Subway_lines.csv,28 St,NLine,0,13
40.749567,-73.98795,Subway_lines.csv,34 St-Herald Sq,NLine,0,607
40.754672,-73.986754,Subway_lines.csv,Times Sq-42 St,NLine,0,611
40.759901,-73.984139,Subway_lines.csv,49 St,NLine,0,10
40.764664,-73.980658,Subway_lines.csv,57 St-7 Av,NLine,0,9
40.764811,-73.973347,Subway_lines.csv,5 Av/59 St,NLine,0,8
40.76266,-73.967258,Subway_lines.csv,Lexington Av/59 St,NLine,0,613
40.750582,-73.940202,Subway_lines.csv,Queensboro Plaza,NLine,0,461
40.752882,-73.932755,Subway_lines.csv,39 Av-Dutch Kills,NLine,0,6
40.756804,-73.929575,Subway_lines.csv,36 Av,NLine,0,5
40.76182,-73.925508,Subway_lines.csv,Broadway,NLine,0,4
40.766779,-73.921479,Subway_lines.csv,30 Av,NLine,0,3
40.770258,-73.917843,Subway_lines.csv,Astoria Blvd,NLine,0,2
40.775036,-73.912034,Subway_lines.csv,Astoria-Ditmars Blvd,NLine,0,1
40.577422,-73.981233,Subway_lines.csv,Coney Island-Stillwell Av,QLine,0,58
40.576127,-73.975939,Subway_lines.csv,W 8 St-NY Aquarium,QLine,0,57
40.576312,-73.968501,Subway_lines.csv,Ocean Pkwy,QLine,0,56
40.577621,-73.961376,Subway_lines.csv,Brighton Beach,QLine,0,55
40.586896,-73.954155,Subway_lines.csv,Sheepshead Bay,QLine,0,54
40.595246,-73.955161,Subway_lines.csv,Neck Rd,QLine,0,53
40.5993,-73.955929,Subway_lines.csv,Avenue U,QLine,0,52
40.60867,-73.957734,Subway_lines.csv,Kings Hwy,QLine,0,51
40.617618,-73.959399,Subway_lines.csv,Avenue M,QLine,0,50
40.625039,-73.960803,Subway_lines.csv,Avenue J,QLine,0,49
40.62927,-73.961639,Subway_lines.csv,Avenue H,QLine,0,48
40.635082,-73.962793,Subway_lines.csv,Newkirk Plaza,QLine,0,47
40.640927,-73.963891,Subway_lines.csv,Cortelyou Rd,QLine,0,46
40.644031,-73.964492,Subway_lines.csv,Beverley Rd,QLine,0,45
40.650527,-73.962982,Subway_lines.csv,Church Av,QLine,0,44
40.655292,-73.961495,Subway_lines.csv,Parkside Av,QLine,0,43
40.661614,-73.962246,Subway_lines.csv,Prospect Park,QLine,0,42
40.67705,-73.972367,Subway_lines.csv,7 Av,QLine,0,41
40.683666,-73.97881,Subway_lines.csv,Atlantic Av-Barclays Ctr,QLine,0,617
40.68446,-73.97689,Subway_lines.csv,Atlantic Av-Barclays Ctr,QLine,0,617
40.690635,-73.981824,Subway_lines.csv,DeKalb Av,QLine,0,26
40.718383,-74.00046,Subway_lines.csv,Canal St,QLine,0,623
40.724329,-73.997702,Subway_lines.csv,Prince St,QLine,0,17
40.730328,-73.992629,Subway_lines.csv,8 St-NYU,QLine,0,16
40.735736,-73.990568,Subway_lines.csv,14 St-Union Sq,QLine,0,602
40.741303,-73.989344,Subway_lines.csv,23 St,QLine,0,14
40.745494,-73.988691,Subway_lines.csv,28 St,QLine,0,13
40.749567,-73.98795,Subway_lines.csv,34 St-Herald Sq,QLine,0,607
40.754672,-73.986754,Subway_lines.csv,Times Sq-42 St,QLine,0,611
40.759901,-73.984139,Subway_lines.csv,49 St,QLine,0,10
40.764664,-73.980658,Subway_lines.csv,57 St-7 Av,QLine,0,9
40.764629,-73.966113,Subway_lines.csv,Lexington Av/63 St,QLine,0,223
40.768799,-73.958424,Subway_lines.csv,72 St,QLine,0,477
40.777891,-73.951787,Subway_lines.csv,86 St,QLine,0,476
40.784318,-73.947152,Subway_lines.csv,96 St,QLine,0,475
40.616622,-74.030876,Subway_lines.csv,Bay Ridge-95 St,RLine,0,39
40.622687,-74.028398,Subway_lines.csv,86 St,RLine,0,38
40.629742,-74.02551,Subway_lines.csv,77 St,RLine,0,37
40.634967,-74.023377,Subway_lines.csv,Bay Ridge Av,RLine,0,36
40.641362,-74.017881,Subway_lines.csv,59 St,RLine,0,35
40.645069,-74.014034,Subway_lines.csv,53 St,RLine,0,34
40.648939,-74.010006,Subway_lines.csv,45 St,RLine,0,33
40.655144,-74.003549,Subway_lines.csv,36 St,RLine,0,32
40.660397,-73.998091,Subway_lines.csv,25 St,RLine,0,31
40.665414,-73.992872,Subway_lines.csv,Prospect Av,RLine,0,30
40.670847,-73.988302,Subway_lines.csv,4 Av-9 St,RLine,0,608
40.677316,-73.98311,Subway_lines.csv,Union St,RLine,0,28
40.683666,-73.97881,Subway_lines.csv,Atlantic Av-Barclays Ctr,RLine,0,617
40.690635,-73.981824,Subway_lines.csv,DeKalb Av,RLine,0,26
40.69218,-73.985942,Subway_lines.csv,Jay St-MetroTech,RLine,0,636
40.6941,-73.991777,Subway_lines.csv,Court St,RLine,0,620
40.703087,-74.012994,Subway_lines.csv,Whitehall St-South Ferry,RLine,0,635
40.70722,-74.013342,Subway_lines.csv,Rector St,RLine,0,22
40.710668,-74.011029,Subway_lines.csv,Cortlandt St,RLine,0,624
40.713282,-74.006978,Subway_lines.csv,City Hall,RLine,0,20
40.719527,-74.001775,Subway_lines.csv,Canal St,RLine,0,623
40.724329,-73.997702,Subway_lines.csv,Prince St,RLine,0,17
40.730328,-73.992629,Subway_lines.csv,8 St-NYU,RLine,0,16
40.735736,-73.990568,Subway_lines.csv,14 St-Union Sq,RLine,0,602
40.741303,-73.989344,Subway_lines.csv,23 St,RLine,0,14
40.745494,-73.988691,Subway_lines.csv,28 St,RLine,0,13
40.749567,-73.98795,Subway_lines.csv,34 St-Herald Sq,RLine,0,607
40.754672,-73.986754,Subway_lines.csv,Times Sq-42 St,RLine,0,611
40.759901,-73.984139,Subway_lines.csv,49 St,RLine,0,10
40.764664,-73.980658,Subway_lines.csv,57 St-7 Av,RLine,0,9
40.764811,-73.973347,Subway_lines.csv,5 Av/59 St,RLine,0,8
40.76266,-73.967258,Subway_lines.csv,Lexington Av/59 St,RLine,0,613
40.748973,-73.937243,Subway_lines.csv,Queens Plaza,RLine,0,273
40.752039,-73.928781,Subway_lines.csv,36 St,RLine,0,272
40.756879,-73.92074,Subway_lines.csv,Steinway St,RLine,0,271
40.756312,-73.913333,Subway_lines.csv,46 St,RLine,0,270
40.752885,-73.906006,Subway_lines.csv,Northern Blvd,RLine,0,269
40.749669,-73.898453,Subway_lines.csv,65 St,RLine,0,268
40.746644,-73.891338,Subway_lines.csv,Jackson Hts-Roosevelt Av,RLine,0,616
40.742454,-73.882017,Subway_lines.csv,Elmhurst Av,RLine,0,266
40.737015,-73.877223,Subway_lines.csv,Grand Av-Newtown,RLine,0,265
40.733106,-73.869229,Subway_lines.csv,Woodhaven Blvd,RLine,0,264
40.729846,-73.861604,Subway_lines.csv,63 Dr-Rego Park,RLine,0,263
40.726523,-73.852719,Subway_lines.csv,67 Av,RLine,0,262
40.721691,-73.844521,Subway_lines.csv,Forest Hills-71 Av,RLine,0,261
40.580903,-73.835592,Subway_lines.csv,Rockaway Park-Beach 116 St,SLine1,0,203
40.583209,-73.827559,Subway_lines.csv,Beach 105 St,SLine1,0,202
40.585307,-73.820558,Subway_lines.csv,Beach 98 St,SLine1,0,201
40.588034,-73.813641,Subway_lines.csv,Beach 90 St,SLine1,0,200
40.608382,-73.815925,Subway_lines.csv,Broad Channel,SLine1,0,199
40.661614,-73.962246,Subway_lines.csv,Prospect Park,SLine2,0,42
40.670343,-73.959245,Subway_lines.csv,Botanic Garden,SLine2,0,626
40.674772,-73.957624,Subway_lines.csv,Park Pl,SLine2,0,141
40.680596,-73.955827,Subway_lines.csv,Franklin Av,SLine2,0,627
40.703087,-74.012994,Subway_lines.csv,Whitehall St-South Ferry,WLine,0,635
40.70722,-74.013342,Subway_lines.csv,Rector St,WLine,0,22
40.710668,-74.011029,Subway_lines.csv,Cortlandt St,WLine,0,624
40.713282,-74.006978,Subway_lines.csv,City Hall,WLine,0,20
40.719527,-74.001775,Subway_lines.csv,Canal St,WLine,0,623
40.724329,-73.997702,Subway_lines.csv,Prince St,WLine,0,17
40.730328,-73.992629,Subway_lines.csv,8 St-NYU,WLine,0,16
40.735736,-73.990568,Subway_lines.csv,14 St-Union Sq,WLine,0,602
40.741303,-73.989344,Subway_lines.csv,23 St,WLine,0,14
40.745494,-73.988691,Subway_lines.csv,28 St,WLine,0,13
40.749567,-73.98795,Subway_lines.csv,34 St-Herald Sq,WLine,0,607
40.754672,-73.986754,Subway_lines.csv,Times Sq-42 St,WLine,0,611
40.759901,-73.984139,Subway_lines.csv,49 St,WLine,0,10
40.764664,-73.980658,Subway_lines.csv,57 St-7 Av,WLine,0,9
40.764811,-73.973347,Subway_lines.csv,5 Av/59 St,WLine,0,8
40.76266,-73.967258,Subway_lines.csv,Lexington Av/59 St,WLine,0,613
40.750582,-73.940202,Subway_lines.csv,Queensboro Plaza,WLine,0,461
40.752882,-73.932755,Subway_lines.csv,39 Av-Dutch Kills,WLine,0,6
40.756804,-73.929575,Subway_lines.csv,36 Av,WLine,0,5
40.76182,-73.925508,Subway_lines.csv,Broadway,WLine,0,4
40.766779,-73.921479,Subway_lines.csv,30 Av,WLine,0,3
40.770258,-73.917843,Subway_lines.csv,Astoria Blvd,WLine,0,2
40.775036,-73.912034,Subway_lines.csv,Astoria-Ditmars Blvd,WLine,0,1
40.706476,-74.011056,Subway_lines.csv,Broad St,ZLine,0,107
40.710197,-74.007691,Subway_lines.csv,Fulton St,ZLine,0,628
40.713243,-74.003401,Subway_lines.csv,Chambers St,ZLine,0,622
40.718092,-73.999892,Subway_lines.csv,Canal St,ZLine,0,623
40.72028,-73.993915,Subway_lines.csv,Bowery,ZLine,0,103
40.718315,-73.987437,Subway_lines.csv,Delancey St-Essex St,ZLine,0,625
40.708359,-73.957757,Subway_lines.csv,Marcy Av,ZLine,0,101
40.697207,-73.935657,Subway_lines.csv,Myrtle Av,ZLine,0,97
40.68963,-73.92227,Subway_lines.csv,Gates Av,ZLine,0,95
40.682893,-73.910456,Subway_lines.csv,Chauncey St,ZLine,0,93
40.679498,-73.904512,Subway_lines.csv,Broadway Junction,ZLine,0,621
40.676992,-73.898654,Subway_lines.csv,Alabama Av,ZLine,0,91
40.678024,-73.891688,Subway_lines.csv,Van Siclen Av,ZLine,0,90
40.68141,-73.880039,Subway_lines.csv,Norwood Av,ZLine,0,88
40.683194,-73.873785,Subway_lines.csv,Crescent St,ZLine,0,87
40.691324,-73.867139,Subway_lines.csv,75 St-Elderts Ln,ZLine,0,85
40.693879,-73.851576,Subway_lines.csv,Woodhaven Blvd,ZLine,0,83
40.695178,-73.84433,Subway_lines.csv,104 St,ZLine,0,82
40.700492,-73.828294,Subway_lines.csv,121 St,ZLine,0,80
40.700486,-73.807969,Subway_lines.csv,Sutphin Blvd-Archer Av-JFK Airport,ZLine,0,279
40.702147,-73.801109,Subway_lines.csv,Jamaica Center-Parsons/Archer,ZLine,0,278
